Q1	1.206	33
Q2	0.388	34
Q3	0.271	35
Q4	0.266	36
Q5	7.527	37
Q6	175.393	38
Q7	145.209	39
Q8	107.804	40
Q9	99.961	41
Q10	8.338	42
Q11	1.058	43
