Q1	0.841	null
Q2	0.739	null
Q3	0.241	null
Q4	0.239	null
Q5	0.474	null
Q6	275.798	null
Q7	323.319	null
Q8	188.501	null
Q9	276.568	null
Q10	2.644	null
Q11	0.57	null
